title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
The effects of labor markets and income inequality on crime: evidence from panel data,https://www.jstor.org/stable/1061272,Cited by 185,"https://scholar.google.com/scholar?q=related:md7kytkdD_UJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",407,All 8 versions,"JM Doyle, E Ahmed, RN Horn - Southern Economic Journal, 1999 - JSTOR","We estimate a model of crime using panel data for the US We focus on the role of labor markets, income distribution, and demographics on property crime. We find strong evidence that favorable labor market conditions have a significant negative effect on property crime …"
Income mobility breeds tolerance for income inequality: Cross-national and experimental evidence,https://journals.sagepub.com/doi/abs/10.1177/1745691616635596,Cited by 93,"https://scholar.google.com/scholar?q=related:rGJQC3TTJm8J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",408,All 4 versions,"AF Shariff, D Wiwad, LB Aknin - … on Psychological Science, 2016 - journals.sagepub.com","American politicians often justify income inequality by referencing the opportunities people have to move between economic stations. Though past research has shown associations between income mobility and resistance to wealth redistribution policies, no experimental …"
"Imputed rent and income inequality: A decomposition analysis for Great Britain, West Germany and the US",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0034-6586.2003.00102.x,Cited by 178,"https://scholar.google.com/scholar?q=related:_jc4pIDS4mkJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",409,All 11 versions,"JR Frick, MM Grabka - Review of Income and Wealth, 2003 - Wiley Online Library","This article deals with income advantages derived from owner‐occupied housing and their impact on the personal income distribution. Using micro‐data from the British Household Panel Study (BHPS), the German Socio‐Economic Panel (SOEP), and the US Panel Study …"
Biased perceptions of income inequality and redistribution,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2463129,Cited by 103,"https://scholar.google.com/scholar?q=related:Y7BMpbGHUOYJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",410,All 12 versions,"C Engelhardt, A Wagener - 2014 - papers.ssrn.com","When based on perceived rather than on objective income distributions, the Meltzer-Richards hypothesis and the POUM hypothesis work quite well empirically: there exists a positive link between perceived inequality or perceived upward mobility and the extent of …"
"The association between income inequality and mental health: testing status anxiety, social capital, and neo-materialist explanations",https://academic.oup.com/esr/article-abstract/28/4/498/431342,Cited by 182,"https://scholar.google.com/scholar?q=related:38a2HABZbUoJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",411,All 9 versions,"R Layte - European Sociological Review, 2012 - academic.oup.com","The 'income inequality hypothesis' holds that beyond a certain level of gross domestic product (GDP) per capita, the association between absolute income, health and mortality weakens, and the distribution of income across a society becomes more important as a …"
Reassessing the cross-national relationship between income inequality and homicide rates: Implications of data quality control in the measurement of income …,https://link.springer.com/article/10.1023/A:1021169610837,Cited by 139,"https://scholar.google.com/scholar?q=related:HNiLKby-zX8J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",412,All 11 versions,"SF Messner, LE Raffalovich, P Shrock - Journal of Quantitative …, 2002 - Springer",A significant positive relationship between income inequality and homicide rates has been found in a large number of cross-sectional studies and a few longitudinal analyses; a theoretically interesting interaction effect between income inequality and social welfare has …
Income inequality and health: Importance of a cross-country perspective,https://www.sciencedirect.com/science/article/pii/S0277953609007655,Cited by 113,"https://scholar.google.com/scholar?q=related:pqBiDFdezHwJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",413,All 14 versions,"M Karlsson, T Nilsson, CH Lyttkens, G Leeson - Social science & medicine, 2010 - Elsevier","This paper uses a unique dataset-containing information collected in 2006 on individuals aged 40–79 in 21 countries throughout the world to examine whether individual income, relative income in a reference group, and income inequality are related to health status …"
How do banking crises impact on income inequality?,https://www.tandfonline.com/doi/abs/10.1080/13504851.2011.631885,Cited by 85,"https://scholar.google.com/scholar?q=related:3m4mjwThnPkJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",414,All 13 versions,"L Agnello, RM Sousa - Applied Economics Letters, 2012 - Taylor & Francis","We show that banking crises have an important effect on income distribution: inequality increases before banking crisis episodes and sharply declines afterwards. We also find that, while a large government size does not per se seem to reduce inequality, a rise in financial …"
Earnings and income inequality in the United States,https://www.jstor.org/stable/1973024,Cited by 103,"https://scholar.google.com/scholar?q=related:Sqerj0k9nLcJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",415,,"MKL Blackburn, DE Bloom - Population and Development Review, 1987 - JSTOR",This article explores the relationship between technological change and income inequality in the United States since the late 1960s. The analysis focuses primarily on patterns and trends in the dispersion of various distributions of earnings and income during this recent …
Standardized income inequality data for use in cross‐national research,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-682X.2007.00175.x,Cited by 106,"https://scholar.google.com/scholar?q=related:mMViz9_WkqYJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",416,All 4 versions,"SJ Babones, MJ Alvarez‐Rivadulla - Sociological Inquiry, 2007 - Wiley Online Library","This article introduces the first version of a new, standardized data tool that can be used to test models of global income allocation, the Standardized Income Distribution Database (SIDD). It is based on a comprehensive collection of income distribution data compiled by …"
Bank regulations and income inequality: Empirical evidence,https://academic.oup.com/rof/article-abstract/18/5/1811/1574038,Cited by 97,"https://scholar.google.com/scholar?q=related:i2WP4fI0BxEJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",417,All 19 versions,"MD Delis, I Hasan, P Kazakis - Review of Finance, 2014 - academic.oup.com","This article provides cross-country evidence that variations in bank regulatory policies result in differences in income distribution. In particular, the overall liberalization of banking systems decreases income inequality significantly. However, this effect becomes …"
An old-new measure of income inequality,http://search.proquest.com/openview/87e17ece1ee454afc975c350720da80b/1?pq-origsite=gscholar&cbl=48032,Cited by 63,"https://scholar.google.com/scholar?q=related:mGwb7U-XrPEJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",418,All 4 versions,"Y Kondor - Econometrica (pre-1986), 1971 - search.proquest.com","Abstract IN THE APRIL, 1968 issue of this journal, O. Elteto and E. Frigyes published a paper on new income inequality measures [1]. The authors' approach is to divide the population into two groups:(i) those who have not more than the mean income, and (ii) those …"
Income Inequality in America: An Analysis of Trends: An Analysis of Trends,https://books.google.com/books?hl=en&lr=&id=OJ9zCQAAQBAJ&oi=fnd&pg=PP1&dq=income+inequality&ots=fT1qHDlLIP&sig=TvvAaVBnBbJLuRnN6B6B8GX7vQA,Cited by 135,"https://scholar.google.com/scholar?q=related:w8JymSUIT4wJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",419,All 4 versions,P Ryscavage - 2015 - books.google.com,What is income inequality? How is it measured? Is the middle class really declining? How does it relate to poverty? How long has inequality been rising in the US? Have there been other periods in history when income differences were as large as they are today? What are …
Income inequality and the environmental Kuznets curve,https://books.google.com/books?hl=en&lr=&id=f9l-AgAAQBAJ&oi=fnd&pg=PA33&dq=income+inequality&ots=tLFwlDD71d&sig=OOlFuePYh7ZV-BfIKOdTgDnrYxw,Cited by 90,"https://scholar.google.com/scholar?q=related:NpIT_S1Tz6UJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",420,All 6 versions,"S Borghesi - Environment, inequality and collective action, 2006 - books.google.com","The relationship between environmental degradation and per capita income has attracted much attention in the literature during the last decade. In the early 1990s, some studies found that several indices of air and water pollution first increase and then decrease as per …"
On the measurement of regional inequality: does spatial dimension of income inequality matter?,https://link.springer.com/content/pdf/10.1007/s00168-007-0113-y.pdf,Cited by 112,"https://scholar.google.com/scholar?q=related:LvkwKfrbMXsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",421,All 18 versions,"J Novotný - The Annals of Regional Science, 2007 - Springer",The paper concerns selected theoretical and empirical aspects of the decomposition of income inequality by spatially defined subgroups. Special consideration is given to the implications for measurement and comparison of regional inequality. The decomposition by …
Income inequality explains why economic growth does not always translate to an increase in happiness,https://journals.sagepub.com/doi/abs/10.1177/0956797615596713,Cited by 154,"https://scholar.google.com/scholar?q=related:o_dF1rxIll4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",422,All 11 versions,"S Oishi, S Kesebir - Psychological science, 2015 - journals.sagepub.com",One of the most puzzling social science findings in the past half century is the Easterlin paradox: Economic growth within a country does not always translate into an increase in happiness. We provide evidence that this paradox can be partly explained by income  …
"Income inequality and education revisited: persistence, endogeneity and heterogeneity",https://www.tandfonline.com/doi/abs/10.1080/00036846.2017.1406659,Cited by 71,"https://scholar.google.com/scholar?q=related:zEVr5ej7mrUJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",423,All 14 versions,"D Coady, A Dizioli - Applied Economics, 2018 - Taylor & Francis","This article presents new results on the relationship between income inequality and education expansion–that is, increasing average years of schooling and reducing inequality of schooling. When dynamic panel estimation techniques are used to address issues of …"
Reducing income inequality in educational attainment: Experimental evidence on the impact of financial aid on college completion,https://www.journals.uchicago.edu/doi/abs/10.1086/685442,Cited by 222,"https://scholar.google.com/scholar?q=related:dy_tXBf3JPEJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",424,All 7 versions,"S Goldrick-Rab, R Kelchen… - American Journal of …, 2016 - journals.uchicago.edu","Income inequality in educational attainment is a long-standing concern, and disparities in college completion have grown over time. Need-based financial aid is commonly used to promote equality in college outcomes, but its effectiveness has not been established, and …"
Globalization and income inequality: Implications for intellectual property rights,https://www.sciencedirect.com/science/article/pii/S0161893808000045,Cited by 94,"https://scholar.google.com/scholar?q=related:TfzngZxqFT4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",425,All 7 versions,"S Adams - Journal of Policy Modeling, 2008 - Elsevier",This paper examines the impact of globalization on income inequality for a cross-section of 62 developing countries over a period of 17 years (1985–2001). The results of the study indicate that globalization explains only 15% of the variance in income inequality. More …
"Growth in family income inequality, 1970–1990: Industrial restructuring and demographic change",https://link.springer.com/article/10.2307/2648048,Cited by 133,"https://scholar.google.com/scholar?q=related:xTl9T-YpCv0J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",426,All 14 versions,"A Chevan, R Stokes - Demography, 2000 - Springer","Industrial restructuring and changing population composition frequently have been treated as competing explanations of growing US income inequality. Using the Gini coefficient, we employ a model of conditional change to explore the relative effects of each on changes of …"
Income inequality and carbon dioxide emissions: the case of Chinese urban households,https://www.sciencedirect.com/science/article/pii/S0140988312001697,Cited by 155,"https://scholar.google.com/scholar?q=related:1_b_3vutrNsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",427,All 7 versions,"J Golley, X Meng - Energy Economics, 2012 - Elsevier",This paper draws on Chinese survey data to investigate variations in carbon dioxide emissions across households with different income levels. Rich households generate more emissions per capita than poor households via both their direct energy consumption and …
Availability of financial services and income inequality: The evidence from many countries,https://www.sciencedirect.com/science/article/pii/S1566014110000397,Cited by 123,"https://scholar.google.com/scholar?q=related:HzGVxqErXtgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",428,All 8 versions,"R Mookerjee, P Kalipioni - Emerging Markets Review, 2010 - Elsevier","Using a sample of developed and developing countries this study empirically gauges the impact of the availability of financial services, as measured by the number of bank branches per 100,000 populations on income inequality. The results show that greater access to bank …"
Financial development and income inequality in Pakistan: an application of ARDL approach,https://mpra.ub.uni-muenchen.de/id/eprint/28222,Cited by 133,"https://scholar.google.com/scholar?q=related:hQZZhbOInuoJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",429,All 15 versions,"M Shahbaz, F Islam - 2011 - mpra.ub.uni-muenchen.de","The paper examines the relationship between financial development and income inequality; and also explores if the Greenwood and Jovianvich (GJ) hypothesis applies to Pakistan. Using data from 1971 to 2005, the paper implements the Auto Regressive Distributed Lag …"
Contextual effect of income inequality on birth outcomes,https://academic.oup.com/ije/article-abstract/34/4/888/692911,Cited by 81,"https://scholar.google.com/scholar?q=related:7XBFNdX9WM0J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",430,All 11 versions,"M Huynh, JD Parker, S Harper, E Pamuk… - International journal …, 2005 - academic.oup.com","Background Though associations between income inequality and birth outcome have been suggested, mechanisms underlying this relationship are not known. In this analysis, we examined the relationship between income inequality and preterm birth (PTB) and post …"
Explaining the growth in UK income inequality: 1979-1988,https://academic.oup.com/ej/article-abstract/103/417/429/5158253,Cited by 86,"https://scholar.google.com/scholar?q=related:HR8Dc5e-638J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",431,All 5 versions,"P Johnson, S Webb - The Economic Journal, 1993 - academic.oup.com","Official statistics give rise to the perception that UK income inequality increased substantially during the 1980s, but are not of themselves adequate^ to provide unambiguous conclusions about inequality changes. Department of Social Security statistics 1 report a sharp rise in the …"
Economic consequences of income inequality,https://pdfs.semanticscholar.org/cee6/1573cd50b9c8eae3379cf1f1c92301f40927.pdf,Cited by 103,"https://scholar.google.com/scholar?q=related:20FqEbi3nyIJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",432,All 10 versions,"J Furman, JE Stiglitz - Income Inequality: Issues and …, 1998 - pdfs.semanticscholar.org","Traditionally, economics has treated efficiency and equity as separable. The theoretical basis for their separation is the Second Fundamental Theorem of Welfare Economics, which holds that any Pareto efficient outcome can be implemented as a competitive equilibrium …"
Ecological analysis of teen birth rates: association with community income and income inequality,https://link.springer.com/article/10.1023/A:1011343817153,Cited by 80,"https://scholar.google.com/scholar?q=related:hHeVIcVZjX0J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",433,All 16 versions,"R Gold, I Kawachi, BP Kennedy, JW Lynch… - Maternal and child …, 2001 - Springer",Objectives: To examine whether per capita income and income inequality are independently associated with teen birth rate in populous US counties. Methods: This study used 1990 US Census data and National Center for Health Statistics birth data. Income inequality was …
Global income inequality,https://www.gc.cuny.edu/CUNY_GC/media/CUNY-Graduate-Center/PDF/Centers/LIS/Milanovic/papers/2006/WE_final.pdf,Cited by 67,"https://scholar.google.com/scholar?q=related:7beFikRqX0MJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",434,All 7 versions,"B Milanovic - WORLD ECONOMICS-HENLEY ON THAMES-, 2006 - gc.cuny.edu","Global inequality is a relatively recent topic. It was not until the early 1980s that the first calculations of inequality across world citizens were done. 1 This is because in order to calculate global inequality, one needs to have data on (within-) national income distributions …"
"Income inequality, unequal health care access, and mortality in China",https://www.jstor.org/stable/20058900,Cited by 125,"https://scholar.google.com/scholar?q=related:6vdJHNujqWsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",435,All 8 versions,"Z Zhao - Population and Development Review, 2006 - JSTOR",China made great progress in reducing mortality between 1950 and 1980 when its life expectancy at birth increased from approximately 35 to more than 65 years. Although China has achieved further reductions in mortality under rapid economic growth since that period …
How income inequality changed in Germany following reunification: An empirical analysis using decomposable inequality measures,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.1996.tb00142.x,Cited by 94,"https://scholar.google.com/scholar?q=related:CpVizdjx1WgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",436,All 6 versions,"J Schwarze - Review of Income and Wealth, 1996 - Wiley Online Library",This paper analyzes how inequality in Before and After Government income has changed in Germany since reunification using the 1990 through 1992 waves of the German Socio‐Economic Panel. A Theil decomposable inequality index is used to measure inequality in …
Tourism and regional income inequality: Evidence from China,https://www.sciencedirect.com/science/article/pii/S0160738316300111,Cited by 97,"https://scholar.google.com/scholar?q=related:6bwtvivoJJgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",437,All 14 versions,"H Li, JL Chen, G Li, C Goh - Annals of Tourism Research, 2016 - Elsevier","This study examines the role of tourism development in reducing regional income inequality in China. First, the theoretical foundation for how tourism affects regional income inequality is discussed. Second, based on the conditional convergence framework, this study proposes …"
"Economic development, income inequality, and preferences for redistribution",https://academic.oup.com/isq/article-abstract/54/2/315/1794543,Cited by 111,"https://scholar.google.com/scholar?q=related:9cmA4XKfui8J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",438,All 8 versions,"ML Dion, V Birchfield - International Studies Quarterly, 2010 - academic.oup.com","Adopting a cross-regional and global perspective, this article critically evaluates one of the core assertions of political economy approaches to welfare—that support for redistribution is inversely related to income. We hypothesize that economic self-interest gives way to more …"
The trade-off between income inequality and carbon dioxide emissions,https://www.sciencedirect.com/science/article/pii/S092180091630619X,Cited by 61,"https://scholar.google.com/scholar?q=related:GN_ToafJbbcJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",439,All 10 versions,"N Grunewald, S Klasen, I Martínez-Zarzoso… - Ecological Economics, 2017 - Elsevier",We investigate the theoretically ambiguous link between income inequality and per capita carbon dioxide emissions using a panel data set that is substantially larger (in both regional and temporal coverage) than those used in the existing literature. Using an arguably …
Inequality and the measurement of residential segregation by income in American neighborhoods,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2009.00346.x,Cited by 277,"https://scholar.google.com/scholar?q=related:DkNFNHCWI1wJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",440,All 14 versions,"T Watson - Review of Income and Wealth, 2009 - Wiley Online Library","American metropolitan areas have experienced rising residential segregation by income since 1970. One potential explanation for this change is growing income inequality. However, measures of residential sorting are typically mechanically related to the income  …"
"Income inequality, financial development, and macroeconomic fluctuations",https://academic.oup.com/ej/article-abstract/114/495/352/5085646,Cited by 81,"https://scholar.google.com/scholar?q=related:4dZjSuYPwFgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",441,All 11 versions,"MF Iyigun, AL Owen - The Economic Journal, 2004 - academic.oup.com","We examine the relationship between income inequality and variability in aggregate consumption growth. In high‐income countries, greater income inequality appears to be associated with more volatility in consumption growth, whereas in lower‐income countries …"
The social class determinants of income inequality and social cohesion,https://journals.sagepub.com/doi/abs/10.2190/HNC9-BEFF-7UWL-92Y2,Cited by 116,"https://scholar.google.com/scholar?q=related:YNIwFXKBF9oJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",442,All 10 versions,"C Muntaner, J Lynch, GL Oates - International Journal of …, 1999 - journals.sagepub.com","The authors argue that Wilkinson's model omits important variables (social class) that make it vulnerable to biases due to model mis-specification. Furthermore, the culture of inequality hypothesis unnecessarily “psychopathologizes” the relatively deprived while omitting social …"
"Income inequality and Redistribution in Canada, 1976 to 2004",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.630.7169&rep=rep1&type=pdf,Cited by 105,"https://scholar.google.com/scholar?q=related:F_1BPfBWE-MJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",443,All 5 versions,A Heisz - 2007 - Citeseer,"Using data from the 1976-to-1997 Survey of Consumer Finances and the 1993-to-2004 Survey of Labour and Income Dynamics, we examine developments in family income inequality, income polarization, relative low income, and income redistribution through the …"
Social context and depression after a disaster: the role of income inequality,https://jech.bmj.com/content/60/9/766.short,Cited by 105,"https://scholar.google.com/scholar?q=related:kR6yQfNwIxgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",444,All 19 versions,"J Ahern, S Galea - Journal of Epidemiology & Community Health, 2006 - jech.bmj.com","Study objective: To examine the association between neighbourhood income inequality and depression, both overall and among those with different levels of income, in the post-disaster context. Design: A representative cross sectional random digit dial telephone survey …"
"Inequality of opportunity and income inequality in nine Chinese provinces, 1989–2006",https://www.sciencedirect.com/science/article/pii/S1043951X10000751,Cited by 86,"https://scholar.google.com/scholar?q=related:3RRP41RXywMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",445,All 12 versions,"Y Zhang, T Eriksson - China Economic Review, 2010 - Elsevier","While there is a large and growing body of research describing and analyzing changes in the Chinese income distribution, researchers have paid considerable less attention to inequality of opportunity. The aim of this paper is to contribute to filling this gap in the …"
Trends in US income inequality: evidence from a panel of states,https://www.sciencedirect.com/science/article/pii/S1062976996900277,Cited by 98,"https://scholar.google.com/scholar?q=related:xQzyPiYVoUcJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",446,All 7 versions,"MD Partridge, DS Rickman, W Levernier - The Quarterly Review of …, 1996 - Elsevier",Many studies have attempted to explain the sharp increase in US income inequality. These studies typically used time series data of the US or compared the trends in the US with those in other countries. We employ panel data from 1960–1990 for the 48 contiguous states to …
"Income inequality, permanent incomes, and income dynamics: Comparing Europe to the United States",https://journals.sagepub.com/doi/abs/10.1177/0730888404274354,Cited by 97,"https://scholar.google.com/scholar?q=related:WZm8eldeyaAJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",447,All 8 versions,"M Gangl - Work and Occupations, 2005 - journals.sagepub.com","As income mobility over time serves to offset income inequality existing at any point in time, cross-national differences in social stratification are preferably assessed from data on average incomes over an extended period of time. Hence, this article uses longitudinal …"
"Income inequality and health: the role of population size, inequality threshold, period effects and lag effects",https://jech.bmj.com/content/66/6/e11.short,Cited by 90,"https://scholar.google.com/scholar?q=related:YKS6Dj9KJFwJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",448,All 12 versions,"N Kondo, RM van Dam, G Sembajwe… - J Epidemiol …, 2012 - jech.bmj.com","Background Income inequality has been associated with worse health outcomes in several but not all studies. The heterogeneity across studies may be explained by the variations in the size of area or population over which income inequality was evaluated. Moreover, the …"
Economic transition and changing relation between income inequality and mortality in Taiwan: regression analysis,https://www.bmj.com/content/319/7218/1162.short,Cited by 124,"https://scholar.google.com/scholar?q=related:YXakxMzGmwQJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",449,All 14 versions,"T Chiang - Bmj, 1999 - bmj.com","Objective: To examine the changing relation between income inequality and mortality through different stages of economic development in Taiwan. Design: Regression analysis of mortality on income inequality for three index years: 1976, 1985 and 1995. Setting: 21 …"
Income inequality is associated with stronger social comparison effects: The effect of relative income on life satisfaction.,https://psycnet.apa.org/journals/psp/110/2/332.html?uid=2015-32793-001,Cited by 113,"https://scholar.google.com/scholar?q=related:sHmaWMtnWywJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",450,All 11 versions,"F Cheung, RE Lucas - Journal of personality and social …, 2016 - psycnet.apa.org","Previous research has shown that having rich neighbors is associated with reduced levels of subjective well-being, an effect that is likely due to social comparison. The current study examined the role of income inequality as a moderator of this relative income effect …"
External sector and income inequality in interdependent economies using a dynamic panel data approach,https://www.sciencedirect.com/science/article/pii/S0165176501003743,Cited by 145,"https://scholar.google.com/scholar?q=related:pjnI5NcVSfEJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",451,All 6 versions,"C Calderón, A Chong - Economics letters, 2001 - Elsevier","It has been widely recognized that in recent years the world economies have become more 
interdependent. Indeed, academics and policymakers broadly agree on the potential gains from 
trade of this expanded 'global market' and on the increased benefits it may bring to the …"
What is Behind Latin America's Declining Income Inequality?,https://books.google.com/books?hl=en&lr=&id=lTtRBAAAQBAJ&oi=fnd&pg=PP1&dq=income+inequality&ots=irFNV5CSkV&sig=VjdnZfUyCNyUA-6VlR1T89DLkQY,Cited by 94,"https://scholar.google.com/scholar?q=related:X4FgHfERGp0J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",452,All 10 versions,"E Tsounta, A Osueke - 2014 - books.google.com","Income inequality in Latin America has declined during the last decade, in contrast to the experience in many other emerging and developed regions. However, Latin America remains the most unequal region in the world. This study documents the declining trend in …"
Military spending and income inequality,https://journals.sagepub.com/doi/abs/10.1177/0022343394031001004,Cited by 74,"https://scholar.google.com/scholar?q=related:cITo0kRstTMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",453,All 8 versions,"JD Abell - Journal of Peace Research, 1994 - journals.sagepub.com","While volumes have been written on the individual topics of military economics and income distribution, only scant attention has been paid to the potential impact of military spending on the distribution of a nation's income. The traditional academic focus on the military has …"
"Economic globalization, domestic politics, and income inequality in the developed countries: A cross-national study",https://journals.sagepub.com/doi/abs/10.1177/0010414004268849,Cited by 177,"https://scholar.google.com/scholar?q=related:Qu69WNLhBI8J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",454,All 7 versions,"VA Mahler - Comparative Political Studies, 2004 - journals.sagepub.com","This article assesses the impact of economic globalization and domestic political factors on income inequality and state redistribution in the developed countries over the past two decades, using household-level data from the Luxembourg Income Study that are more …"
Does grassroots democracy reduce income inequality in China?,https://www.sciencedirect.com/science/article/pii/S0047272708000686,Cited by 106,"https://scholar.google.com/scholar?q=related:n60eND9R2a4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",455,All 8 versions,"Y Shen, Y Yao - Journal of Public Economics, 2008 - Elsevier","Using village and household survey data collected from 48 villages of eight Chinese provinces for the period 1986–2002, this paper studies how the introduction of village elections affects income distribution at the village level. We estimate both a static fixed-effect …"
Dollars and dreams: The changing American income distribution,https://pdfs.semanticscholar.org/b568/6091c418ebee6de0b14621ba9f8ab020ff28.pdf,Cited by 628,"https://scholar.google.com/scholar?q=related:bKLo0BzrhmsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",456,All 2 versions,"F Levy, F Levy - 1987 - pdfs.semanticscholar.org","… by Washington Monthly General interest Political science Book reviews Golden Ages,
Dark Ages: Imagining the Past in Anthropology and History - Google Books Result Income
Inequality and the Appalachian Region Before, During and … 
"
The impact of macroeconomic conditions on income inequality,https://link.springer.com/content/pdf/10.1007/s10888-009-9113-8.pdf,Cited by 96,"https://scholar.google.com/scholar?q=related:QwB5AVNKLlUJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",457,All 36 versions,"M Jäntti, SP Jenkins - The journal of economic inequality, 2010 - Springer",This paper analyzes the relationship between macroeconomic factors and the income distribution using data on equivalized disposable household income from the United Kingdom for 1961–99. We argue in favour of fitting a parametric functional form to the …
Can education explain changes in income inequality in Mexico?,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.199.400&rep=rep1&type=pdf,Cited by 101,"https://scholar.google.com/scholar?q=related:rUUydnisEr4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",458,,"A Legovini, C Bouillon, N Lustig - The Microeconomics of Income …, 2005 - Citeseer",In 1984–94 Mexico experienced a sharp increase in inequality in earnings and household income. This chapter uses an empirical framework to identify the contributions of microeconomic factors to the observed rise in inequality. The analysis indicates that …
Estimating income inequality in China using grouped data and the generalized beta distribution,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2007.00220.x,Cited by 113,"https://scholar.google.com/scholar?q=related:MqhNPFRsQ0UJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",459,All 15 versions,"D Chotikapanich, DSP Rao… - Review of Income and …, 2007 - Wiley Online Library","There are two main types of data sources of income distributions in China: household survey data and grouped data. Household survey data are typically available for isolated years and individual provinces. In comparison, aggregate or grouped data are typically available more …"
Industrial development and economic growth: Implications for poverty reduction and income inequality,http://132.248.45.5/cegademex/DOCS/nudesaInddevsxxi.pdf#page=303,Cited by 143,"https://scholar.google.com/scholar?q=related:_b71B3K-hTgJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",460,All 23 versions,"M Kniivilä - Industrial development for the 21st century …, 2007 - 132.248.45.5","The share of poor people in the global population has declined during recent decades. According to Chen and Ravallion (2004), one-third of the population of the world lived in poverty in 1981, whereas the share was 18 per cent in 2001. The decline is largely due to …"
